0	0.993875
1	0.988276
2	0.981913
3	0.97397
4	0.96432
5	0.95346
6	0.941847
7	0.929409
8	0.91574
9	0.900648
10	0.884386
11	0.86733
12	0.849543
13	0.830761
14	0.810778
15	0.789727
16	0.767932
17	0.74553
18	0.72236
19	0.698217
20	0.673153
21	0.647438
22	0.621261
23	0.594541
24	0.567088
25	0.538892
26	0.510173
27	0.481146
28	0.4518
29	0.42197
30	0.391601
31	0.360859
32	0.329968
33	0.298976
34	0.267751
35	0.236207
36	0.204457
37	0.172718
38	0.141084
39	0.109465
40	0.0777525
41	0.0460101
42	0.0144359
43	-0.0168404
44	-0.0478701
45	-0.0787672
46	-0.109515
47	-0.139945
48	-0.169904
49	-0.199404
50	-0.228556
51	-0.257383
52	-0.285751
53	-0.3135
54	-0.340603
55	-0.367158
56	-0.393224
57	-0.418704
58	-0.443442
59	-0.467377
60	-0.490591
61	-0.513164
62	-0.535044
63	-0.556084
64	-0.576201
65	-0.595451
66	-0.613931
67	-0.631629
68	-0.648418
69	-0.6642
70	-0.679006
71	-0.692936
72	-0.706016
73	-0.71815
74	-0.729228
75	-0.739257
76	-0.748336
77	-0.756521
78	-0.763747
79	-0.769909
80	-0.774986
81	-0.77907
82	-0.782242
83	-0.784471
84	-0.785659
85	-0.785768
86	-0.784873
87	-0.783072
88	-0.78037
89	-0.776684
90	-0.771961
91	-0.766257
92	-0.759679
93	-0.752264
94	-0.74395
95	-0.734676
96	-0.724477
97	-0.71346
98	-0.701691
99	-0.689133
100	-0.675721
101	-0.66147
102	-0.646483
103	-0.630844
104	-0.614545
105	-0.597525
106	-0.579779
107	-0.561397
108	-0.542481
109	-0.523047
110	-0.503044
111	-0.482452
112	-0.461343
113	-0.439826
114	-0.417944
115	-0.395659
116	-0.372938
117	-0.349834
118	-0.326458
119	-0.302871
120	-0.279055
121	-0.254968
122	-0.230643
123	-0.206184
124	-0.18167
125	-0.157099
126	-0.13243
127	-0.107674
128	-0.0829218
129	-0.0582648
130	-0.0337197
131	-0.00924686
132	0.0151601
133	0.039428
134	0.0634605
135	0.0872229
136	0.110749
137	0.134059
138	0.157102
139	0.179783
140	0.20205
141	0.223929
142	0.245452
143	0.266588
144	0.28725
145	0.307376
146	0.326978
147	0.346096
148	0.364722
149	0.382781
150	0.400203
151	0.416986
152	0.433176
153	0.448783
154	0.46375
155	0.478003
156	0.49153
157	0.504373
158	0.516561
159	0.528055
160	0.538786
161	0.54873
162	0.557923
163	0.566409
164	0.574171
165	0.581146
166	0.5873
167	0.592665
168	0.597294
169	0.601191
170	0.604307
171	0.606606
172	0.608113
173	0.608892
174	0.608974
175	0.608338
176	0.606953
177	0.604851
178	0.602113
179	0.598802
180	0.594924
181	0.590457
182	0.585418
183	0.579863
184	0.573836
185	0.567307
186	0.560192
187	0.552423
188	0.543983
189	0.534868
190	0.525046
191	0.51446
192	0.5031
193	0.491044
194	0.478419
195	0.465331
196	0.451821
197	0.437904
198	0.423604
199	0.408948
200	0.393914
201	0.378424
202	0.362403
203	0.345859
204	0.328888
205	0.311614
206	0.294117
207	0.276426
208	0.258554
209	0.240517
210	0.222309
211	0.203882
212	0.185183
213	0.166221
214	0.147104
215	0.127971
216	0.108909
217	0.0899114
218	0.0709206
219	0.0518997
220	0.0328543
221	0.0138116
222	-0.00519523
223	-0.0241121
224	-0.0428533
225	-0.0613375
226	-0.0795489
227	-0.0975526
228	-0.11543
229	-0.13319
230	-0.150742
231	-0.16796
232	-0.184773
233	-0.20119
234	-0.217261
235	-0.233013
236	-0.248441
237	-0.263519
238	-0.278211
239	-0.292461
240	-0.306205
241	-0.319409
242	-0.332109
243	-0.34438
244	-0.356261
245	-0.367698
246	-0.378575
247	-0.388811
248	-0.398422
249	-0.407494
250	-0.416088
251	-0.424191
252	-0.431732
253	-0.438648
254	-0.444922
255	-0.450572
256	-0.455626
257	-0.460109
258	-0.464038
259	-0.467408
260	-0.470178
261	-0.472292
262	-0.473728
263	-0.474537
264	-0.474804
265	-0.474569
266	-0.473787
267	-0.472365
268	-0.470263
269	-0.467533
270	-0.464278
271	-0.460551
272	-0.45632
273	-0.451514
274	-0.446099
275	-0.44011
276	-0.433617
277	-0.426666
278	-0.419263
279	-0.411385
280	-0.403017
281	-0.394157
282	-0.384825
283	-0.375062
284	-0.364918
285	-0.354427
286	-0.343575
287	-0.332322
288	-0.32065
289	-0.308608
290	-0.296286
291	-0.283744
292	-0.270961
293	-0.257871
294	-0.244448
295	-0.230756
296	-0.216897
297	-0.202931
298	-0.188827
299	-0.174525
300	-0.160011
301	-0.145351
302	-0.130633
303	-0.115899
304	-0.10113
305	-0.0862903
306	-0.0713796
307	-0.056444
308	-0.0415415
309	-0.0267081
310	-0.0119508
311	0.00273773
312	0.0173613
313	0.0319073
314	0.0463414
315	0.0606156
316	0.0746922
317	0.0885677
318	0.102268
319	0.115809
320	0.12916
321	0.142249
322	0.155024
323	0.167494
324	0.179708
325	0.191692
326	0.2034
327	0.214746
328	0.225686
329	0.23625
330	0.246501
331	0.256452
332	0.26604
333	0.275186
334	0.283868
335	0.292135
336	0.300039
337	0.307574
338	0.314676
339	0.32129
340	0.327416
341	0.333102
342	0.33838
343	0.343235
344	0.347622
345	0.351509
346	0.354907
347	0.357847
348	0.360352
349	0.362415
350	0.364017
351	0.365141
352	0.365792
353	0.365994
354	0.365776
355	0.365159
356	0.364139
357	0.3627
358	0.360843
359	0.358596
360	0.356011
361	0.353116
362	0.349899
363	0.346322
364	0.342372
365	0.338078
366	0.333481
367	0.328579
368	0.323314
369	0.317618
370	0.311478
371	0.304934
372	0.298029
373	0.290756
374	0.28307
375	0.27496
376	0.266486
377	0.25775
378	0.248816
379	0.239684
380	0.230319
381	0.220723
382	0.210944
383	0.201024
384	0.190949
385	0.180654
386	0.170091
387	0.15928
388	0.14829
389	0.137186
390	0.125988
391	0.114694
392	0.103323
393	0.0919234
394	0.0805388
395	0.0691713
396	0.0577802
397	0.0463231
398	0.0347951
399	0.0232341
400	0.0116933
401	0.000213669
402	-0.0111815
403	-0.0224758
404	-0.0336504
405	-0.0446885
406	-0.0555862
407	-0.0663577
408	-0.0770254
409	-0.0875991
410	-0.098058
411	-0.10835
412	-0.118414
413	-0.128213
414	-0.137752
415	-0.147058
416	-0.156153
417	-0.165031
418	-0.173672
419	-0.182063
420	-0.190203
421	-0.198082
422	-0.205658
423	-0.212882
424	-0.219735
425	-0.226254
426	-0.232502
427	-0.238502
428	-0.244218
429	-0.24958
430	-0.25455
431	-0.259141
432	-0.263384
433	-0.267284
434	-0.270823
435	-0.27399
436	-0.276813
437	-0.279326
438	-0.281521
439	-0.283338
440	-0.284721
441	-0.285672
442	-0.286259
443	-0.286547
444	-0.286543
445	-0.286199
446	-0.285463
447	-0.284335
448	-0.282848
449	-0.281027
450	-0.278867
451	-0.27636
452	-0.273522
453	-0.27039
454	-0.266979
455	-0.263261
456	-0.259189
457	-0.254755
458	-0.250009
459	-0.24502
460	-0.239818
461	-0.234377
462	-0.22865
463	-0.222621
464	-0.216319
465	-0.209787
466	-0.203055
467	-0.196126
468	-0.188999
469	-0.181681
470	-0.17418
471	-0.166496
472	-0.158627
473	-0.150583
474	-0.142396
475	-0.134107
476	-0.125736
477	-0.117272
478	-0.108688
479	-0.0999762
480	-0.0911606
481	-0.0822908
482	-0.0734082
483	-0.064523
484	-0.0556162
485	-0.046665
486	-0.03767
487	-0.0286621
488	-0.0196841
489	-0.0107648
490	-0.0019068
491	0.00690196
492	0.0156677
493	0.0243801
494	0.033018
495	0.0415619
496	0.0499973
497	0.0583101
498	0.0664865
499	0.0745213
500	0.082423
501	0.0902017
502	0.0978473
503	0.105322
504	0.112584
505	0.119622
506	0.126465
507	0.133149
508	0.139673
509	0.145989
510	0.152044
511	0.157826
512	0.163367
513	0.168703
514	0.173835
515	0.178724
516	0.183333
517	0.187658
518	0.191719
519	0.195529
520	0.199079
521	0.202354
522	0.205353
523	0.208085
524	0.210551
525	0.212727
526	0.214598
527	0.216177
528	0.217501
529	0.218589
530	0.219419
531	0.219948
532	0.220161
533	0.220095
534	0.219809
535	0.219322
536	0.218603
537	0.217608
538	0.216334
539	0.214827
540	0.213138
541	0.211275
542	0.209208
543	0.206907
544	0.204375
545	0.20164
546	0.198717
547	0.195595
548	0.192251
549	0.188676
550	0.184874
551	0.180844
552	0.176572
553	0.172051
554	0.167295
555	0.162337
556	0.157195
557	0.151867
558	0.146342
559	0.140639
560	0.134808
561	0.1289
562	0.122925
563	0.116855
564	0.110659
565	0.104342
566	0.0979385
567	0.0914747
568	0.0849378
569	0.078292
570	0.071519
571	0.064643
572	0.0577152
573	0.050777
574	0.0438405
575	0.0368998
576	0.0299557
577	0.0230244
578	0.0161258
579	0.00926648
580	0.0024376
581	-0.00437442
582	-0.0111754
583	-0.0179593
584	-0.0247097
585	-0.0314033
586	-0.0380125
587	-0.0445133
588	-0.0508932
589	-0.0571543
590	-0.063305
591	-0.0693481
592	-0.0752768
593	-0.0810826
594	-0.0867659
595	-0.0923337
596	-0.0977861
597	-0.103103
598	-0.108247
599	-0.113187
600	-0.117917
601	-0.12246
602	-0.126841
603	-0.131071
604	-0.135135
605	-0.139009
606	-0.142683
607	-0.146165
608	-0.149458
609	-0.15255
610	-0.155414
611	-0.158029
612	-0.160406
613	-0.162578
614	-0.164577
615	-0.166401
616	-0.168021
617	-0.169404
618	-0.17054
619	-0.171442
620	-0.172125
621	-0.172594
622	-0.172839
623	-0.172862
624	-0.172678
625	-0.172302
626	-0.171737
627	-0.170965
628	-0.169964
629	-0.168728
630	-0.16727
631	-0.165611
632	-0.163768
633	-0.161751
634	-0.159562
635	-0.157199
636	-0.15465
637	-0.151902
638	-0.148954
639	-0.145826
640	-0.142544
641	-0.139123
642	-0.135562
643	-0.131849
644	-0.127989
645	-0.123995
646	-0.119877
647	-0.115628
648	-0.111233
649	-0.1067
650	-0.102066
651	-0.097369
652	-0.0926183
653	-0.0877837
654	-0.0828311
655	-0.0777612
656	-0.0726135
